repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study	bundle_id	Read Group ID (RG)	Library (LB)	Platform (PL)	Platform Model (PM)	Platform Unit (PU)	Predicted Median Insert Size (PI)	Name of Sequencing Centre (CN)	Date run was produced (DT)
collaboratory	FI720680	655c7b9c-675e-58b3-97a4-ba4ab0721434	BAM	1e2aec99255b3a424557d7bc0c6dc7de.WXS_PAIRED_tumor_4EP22_T_merged.bam.rmdup.bam	5476224675	1e2aec99255b3a424557d7bc0c6dc7de	3a0eb4a1-7b9f-53f7-87b9-2327a8082dba	DO228730	PBCA-DE		run110505_SN169_0204_BB024BABXX_s_8	tumor_199985	ILLUMINA			None		
collaboratory	FI720680	655c7b9c-675e-58b3-97a4-ba4ab0721434	BAM	1e2aec99255b3a424557d7bc0c6dc7de.WXS_PAIRED_tumor_4EP22_T_merged.bam.rmdup.bam	5476224675	1e2aec99255b3a424557d7bc0c6dc7de	3a0eb4a1-7b9f-53f7-87b9-2327a8082dba	DO228730	PBCA-DE		run110901_SN952_0041_AD0883ACXX_3_NoIndex_L003	tumor_199985	ILLUMINA			None		
collaboratory	FI720680	655c7b9c-675e-58b3-97a4-ba4ab0721434	BAM	1e2aec99255b3a424557d7bc0c6dc7de.WXS_PAIRED_tumor_4EP22_T_merged.bam.rmdup.bam	5476224675	1e2aec99255b3a424557d7bc0c6dc7de	3a0eb4a1-7b9f-53f7-87b9-2327a8082dba	DO228730	PBCA-DE		run130426_M00269_0023_000000000-A3WBJ_1-4_GCCAAT_L001	tumor_4EP22_T	ILLUMINA			None		
collaboratory	FI720680	655c7b9c-675e-58b3-97a4-ba4ab0721434	BAM	1e2aec99255b3a424557d7bc0c6dc7de.WXS_PAIRED_tumor_4EP22_T_merged.bam.rmdup.bam	5476224675	1e2aec99255b3a424557d7bc0c6dc7de	3a0eb4a1-7b9f-53f7-87b9-2327a8082dba	DO228730	PBCA-DE		run130621_SN7001153_0132_AC272CACXX_4_GCCAAT_L004	tumor_4EP22_T	ILLUMINA			None		
collaboratory	FI743229	6f604b59-fcfa-5dfa-9259-5e13634a133f	BAM	8e9b8bfc369e76baf6ae347c286e82e0.WXS_PAIRED_blood_4EP23_T_merged.bam.rmdup.bam	6502270921	8e9b8bfc369e76baf6ae347c286e82e0	f0dd786b-c7ea-5fca-99f7-f17f14b1c48a	DO228735	PBCA-DE		run130524_SN1007_0163_AD1Y6VACXX_CEF-EP-005_ACTTGA_L005	blood_4EP23_T	ILLUMINA			None		
collaboratory	FI743237	f4166d76-e36a-5ef3-9784-ddb7f467c39e	BAM	bb84af62e4e4b019ee9751a505177654.WXS_PAIRED_tumor_7EP27_merged.bam.rmdup.bam	6869115011	bb84af62e4e4b019ee9751a505177654	337ec417-04bd-5a6e-844f-8aa42f9bd9f5	DO228840	PBCA-DE		130918_SN841_0228_AC2FU6ACXX_7EP27_TGACCA_L006	tumor_7EP27	ILLUMINA			None		
collaboratory	FI743237	f4166d76-e36a-5ef3-9784-ddb7f467c39e	BAM	bb84af62e4e4b019ee9751a505177654.WXS_PAIRED_tumor_7EP27_merged.bam.rmdup.bam	6869115011	bb84af62e4e4b019ee9751a505177654	337ec417-04bd-5a6e-844f-8aa42f9bd9f5	DO228840	PBCA-DE		130918_SN841_0228_AC2FU6ACXX_7EP27_TGACCA_L007	tumor_7EP27	ILLUMINA			None		
collaboratory	FI743237	f4166d76-e36a-5ef3-9784-ddb7f467c39e	BAM	bb84af62e4e4b019ee9751a505177654.WXS_PAIRED_tumor_7EP27_merged.bam.rmdup.bam	6869115011	bb84af62e4e4b019ee9751a505177654	337ec417-04bd-5a6e-844f-8aa42f9bd9f5	DO228840	PBCA-DE		130918_SN841_0228_AC2FU6ACXX_7EP27_TGACCA_L008	tumor_7EP27	ILLUMINA			None		
collaboratory	FI743141	3a965cc4-5ae9-5ad6-b339-c726bd29a65e	BAM	3b7f4ea51759010b51ae8f3f4901bdab.WXS_PAIRED_tumor_7EP5_merged.bam.rmdup.bam	7491241987	3b7f4ea51759010b51ae8f3f4901bdab	26c7948c-0f08-5f57-8fa2-211e09128a96	DO228857	PBCA-DE		130924_SN7001149_0165_BC2EWBACXX_7EP5_TGACCA_L006	tumor_7EP5	ILLUMINA			None		
collaboratory	FI743141	3a965cc4-5ae9-5ad6-b339-c726bd29a65e	BAM	3b7f4ea51759010b51ae8f3f4901bdab.WXS_PAIRED_tumor_7EP5_merged.bam.rmdup.bam	7491241987	3b7f4ea51759010b51ae8f3f4901bdab	26c7948c-0f08-5f57-8fa2-211e09128a96	DO228857	PBCA-DE		130924_SN7001149_0165_BC2EWBACXX_7EP5_TGACCA_L007	tumor_7EP5	ILLUMINA			None		
